block_id,bikes_allowed,route_id,wheelchair_accessible,direction_id,trip_headsign,shape_id,service_id,trip_id,trip_short_name
b_356089712,0,4440,0,0,206 Charleston Eastbound,12978,4_merged_357925064,357916430,
a_356087666,0,4405,0,0,210 Lake Mead Blvd Eastbound,12773,2_merged_357925058,357890607,
a_356087397,0,4405,0,0,210 Lake Mead Blvd Eastbound,12773,2_merged_357925058,357890606,
a_356087667,0,4405,0,0,210 Lake Mead Blvd Eastbound,12774,2_merged_357925058,357890609,
a_356087397,0,4405,0,0,210 Lake Mead Blvd Eastbound,12773,2_merged_357925058,357890608,
a_356087936,0,4417,0,1,SX-B Sahara Express Westbound,12851,3_merged_357925057,357894960,
a_356087930,0,4417,0,1,SX-A Sahara Express Westbound,12850,3_merged_357925057,357894961,
a_356087931,0,4417,0,1,SX-B Sahara Express Westbound,12851,3_merged_357925057,357894962,
a_356087937,0,4417,0,1,SX-A Sahara Express Westbound,12850,3_merged_357925057,357894963,
a_356087932,0,4417,0,1,SX-B Sahara Express Westbound,12851,3_merged_357925057,357894964,
a_356087933,0,4417,0,1,SX-A Sahara Express Westbound,12850,3_merged_357925057,357894965,
a_356087934,0,4417,0,1,SX-B Sahara Express Westbound,12851,3_merged_357925057,357894966,
a_356087935,0,4417,0,1,SX-A Sahara Express Westbound,12850,3_merged_357925057,357894967,
a_356087898,0,4417,0,1,SX-B Sahara Express Westbound,12851,3_merged_357925057,357894968,
a_356087936,0,4417,0,1,SX-A Sahara Express Westbound,12850,3_merged_357925057,357894969,
a_356088174,0,4381,0,0,101 Rainbow Northbound,12635,13_merged_357925059,357898050,
a_356088177,0,4381,0,0,101 Rainbow Northbound,12636,13_merged_357925059,357898051,
a_356088178,0,4381,0,0,101 Rainbow Northbound,12635,13_merged_357925059,357898052,
